5636	31826
1674	1619	0.025974025974025976
1731	1619	0.012987012987012988
1803	1619	0.025974025974025976
2050	1619	0.012987012987012988
2382	1619	0.025974025974025976
2452	1619	0.012987012987012988
2735	1619	0.012987012987012988
3198	1619	0.012987012987012988
3260	1619	0.012987012987012988
3509	1619	0.03896103896103896
3541	1619	0.012987012987012988
3818	1619	0.025974025974025976
3860	1619	0.012987012987012988
3967	1619	0.012987012987012988
4244	1619	0.012987012987012988
4335	1619	0.012987012987012988
4424	1619	0.012987012987012988
4846	1619	0.012987012987012988
4918	1619	0.03896103896103896
4933	1619	0.1038961038961039
4985	1619	0.025974025974025976
4987	1619	0.012987012987012988
5084	1619	0.012987012987012988
5327	1619	0.05194805194805195
5516	1619	0.012987012987012988
19	1620	0.058823529411764705
323	1620	0.058823529411764705
1009	1620	0.058823529411764705
1334	1620	0.058823529411764705
1648	1620	0.058823529411764705
1674	1620	0.058823529411764705
2192	1620	0.058823529411764705
2520	1620	0.058823529411764705
2689	1620	0.058823529411764705
3260	1620	0.058823529411764705
3967	1620	0.11764705882352941
4008	1620	0.058823529411764705
4335	1620	0.058823529411764705
4765	1620	0.058823529411764705
4882	1620	0.058823529411764705
5417	1620	0.058823529411764705
1428	1621	1.0
821	1622	0.3333333333333333
2198	1622	0.3333333333333333
3768	1622	0.3333333333333333
617	1623	0.2
2727	1623	0.2
4001	1623	0.4
4497	1623	0.2
365	1624	0.09090909090909091
389	1624	0.030303030303030304
946	1624	0.030303030303030304
1035	1624	0.030303030303030304
1131	1624	0.030303030303030304
1205	1624	0.030303030303030304
1239	1624	0.030303030303030304
1285	1624	0.030303030303030304
1352	1624	0.030303030303030304
1419	1624	0.030303030303030304
1674	1624	0.06060606060606061
1803	1624	0.030303030303030304
2185	1624	0.030303030303030304
3260	1624	0.030303030303030304
4163	1624	0.06060606060606061
4179	1624	0.030303030303030304
4244	1624	0.06060606060606061
4335	1624	0.06060606060606061
4720	1624	0.030303030303030304
4753	1624	0.030303030303030304
4918	1624	0.030303030303030304
4933	1624	0.030303030303030304
4985	1624	0.030303030303030304
5071	1624	0.06060606060606061
5084	1624	0.030303030303030304
5591	1624	0.030303030303030304
62	1625	0.1
2540	1625	0.1
4276	1625	0.1
4293	1625	0.1
4297	1625	0.1
4723	1625	0.1
4991	1625	0.1
5288	1625	0.2
5296	1625	0.1
1131	1626	0.3333333333333333
3967	1626	0.3333333333333333
4918	1626	0.3333333333333333
716	1627	0.1111111111111111
1334	1627	0.1111111111111111
1419	1627	0.2222222222222222
1674	1627	0.1111111111111111
1721	1627	0.1111111111111111
2657	1627	0.1111111111111111
4335	1627	0.2222222222222222
253	1628	0.06666666666666667
365	1628	0.4
1674	1628	0.2
1731	1628	0.06666666666666667
1901	1628	0.06666666666666667
3953	1628	0.06666666666666667
3967	1628	0.06666666666666667
4244	1628	0.06666666666666667
1334	1630	0.3333333333333333
1419	1630	0.3333333333333333
3415	1630	0.3333333333333333
5566	1631	1.0
705	1632	0.125
1070	1632	0.125
1419	1632	0.75
2210	1633	0.25
3956	1633	0.5
4596	1633	0.25
1248	1635	0.25
3111	1635	0.25
4351	1635	0.25
4460	1635	0.25
5058	1636	1.0
323	1637	0.2
754	1637	0.2
2246	1637	0.2
2520	1637	0.2
4335	1637	0.2
325	1638	0.125
1352	1638	0.125
2246	1638	0.125
2510	1638	0.125
3128	1638	0.125
3967	1638	0.25
5192	1638	0.125
705	1639	0.25
3260	1639	0.25
4335	1639	0.25
4429	1639	0.25
2850	1640	1.0
5585	1641	1.0
1459	1642	0.25
1962	1642	0.25
3768	1642	0.25
5442	1642	0.25
174	1643	0.04878048780487805
300	1643	0.024390243902439025
440	1643	0.0975609756097561
540	1643	0.024390243902439025
769	1643	0.024390243902439025
1118	1643	0.024390243902439025
1605	1643	0.024390243902439025
1752	1643	0.04878048780487805
2033	1643	0.024390243902439025
2052	1643	0.024390243902439025
2074	1643	0.024390243902439025
2140	1643	0.024390243902439025
2359	1643	0.024390243902439025
2582	1643	0.024390243902439025
2640	1643	0.024390243902439025
2697	1643	0.024390243902439025
2911	1643	0.024390243902439025
2920	1643	0.024390243902439025
3495	1643	0.024390243902439025
4043	1643	0.024390243902439025
4276	1643	0.024390243902439025
4313	1643	0.024390243902439025
4547	1643	0.024390243902439025
4845	1643	0.024390243902439025
4991	1643	0.024390243902439025
5226	1643	0.024390243902439025
5467	1643	0.24390243902439024
1461	1644	0.14285714285714285
1708	1644	0.14285714285714285
2534	1644	0.2857142857142857
2911	1644	0.14285714285714285
3534	1644	0.14285714285714285
4293	1644	0.14285714285714285
616	1645	0.1
876	1645	0.1
1171	1645	0.1
1197	1645	0.1
1240	1645	0.1
2667	1645	0.1
4335	1645	0.1
4985	1645	0.1
5192	1645	0.1
5543	1645	0.1
365	1646	0.25
469	1646	0.25
1731	1646	0.25
4335	1646	0.25
617	1647	0.5
787	1647	0.5
469	1648	0.25
1240	1648	0.25
2185	1648	0.25
2639	1648	0.25
2215	1650	0.3333333333333333
2366	1650	0.3333333333333333
3958	1650	0.3333333333333333
3956	1651	0.75
4335	1651	0.125
4933	1651	0.125
937	1652	0.14285714285714285
2452	1652	0.14285714285714285
2520	1652	0.14285714285714285
2639	1652	0.14285714285714285
2950	1652	0.14285714285714285
3260	1652	0.14285714285714285
4335	1652	0.14285714285714285
937	1653	0.2857142857142857
1419	1653	0.2857142857142857
2221	1653	0.14285714285714285
3662	1653	0.14285714285714285
4429	1653	0.14285714285714285
1011	1654	0.25
4335	1654	0.75
663	1655	0.14285714285714285
913	1655	0.14285714285714285
1240	1655	0.14285714285714285
1419	1655	0.14285714285714285
2892	1655	0.14285714285714285
2959	1655	0.14285714285714285
2979	1655	0.14285714285714285
135	1656	0.047619047619047616
291	1656	0.09523809523809523
458	1656	0.047619047619047616
3242	1656	0.23809523809523808
3394	1656	0.047619047619047616
3581	1656	0.23809523809523808
4344	1656	0.047619047619047616
5115	1656	0.19047619047619047
5196	1656	0.047619047619047616
817	1657	0.16666666666666666
2080	1657	0.16666666666666666
3541	1657	0.16666666666666666
4736	1657	0.5
300	1658	0.6785714285714286
440	1658	0.03571428571428571
789	1658	0.10714285714285714
2325	1658	0.10714285714285714
3534	1658	0.07142857142857142
2512	1659	0.875
2513	1659	0.125
253	1660	0.07692307692307693
1419	1660	0.3076923076923077
4819	1660	0.6153846153846154
1070	1661	0.5
1419	1661	0.5
3023	1662	1.0
365	1663	0.16666666666666666
469	1663	0.16666666666666666
1334	1663	0.3333333333333333
1419	1663	0.16666666666666666
5071	1663	0.16666666666666666
2756	1664	1.0
61	1665	0.0625
365	1665	0.0625
665	1665	0.0625
716	1665	0.0625
1240	1665	0.0625
1352	1665	0.0625
1674	1665	0.125
1731	1665	0.0625
2210	1665	0.1875
4918	1665	0.0625
4985	1665	0.0625
5084	1665	0.0625
5192	1665	0.0625
937	1666	0.3333333333333333
1803	1666	0.3333333333333333
4073	1666	0.3333333333333333
4610	1667	0.8
4955	1667	0.2
937	1668	0.375
1419	1668	0.5
4335	1668	0.125
817	1669	0.6428571428571429
2657	1669	0.07142857142857142
2798	1669	0.07142857142857142
3260	1669	0.07142857142857142
3470	1669	0.07142857142857142
4642	1669	0.07142857142857142
5058	1670	1.0
1428	1671	1.0
5585	1672	1.0
1352	1673	0.1111111111111111
1510	1673	0.1111111111111111
1731	1673	0.1111111111111111
2210	1673	0.1111111111111111
2452	1673	0.1111111111111111
4688	1673	0.1111111111111111
4985	1673	0.1111111111111111
5327	1673	0.2222222222222222
794	1674	0.125
1198	1674	0.125
1352	1674	0.125
1731	1674	0.125
2210	1674	0.125
2452	1674	0.125
4846	1674	0.125
4985	1674	0.125
76	1675	0.07142857142857142
253	1675	0.07142857142857142
1419	1675	0.14285714285714285
1462	1675	0.07142857142857142
1517	1675	0.07142857142857142
1915	1675	0.07142857142857142
3473	1675	0.07142857142857142
3509	1675	0.07142857142857142
4222	1675	0.07142857142857142
4335	1675	0.07142857142857142
5167	1675	0.07142857142857142
5386	1675	0.07142857142857142
5592	1675	0.07142857142857142
446	1676	1.0
1796	1677	0.5
3768	1677	0.5
873	1678	1.0
727	1680	0.0625
1442	1680	0.0625
1795	1680	0.0625
2307	1680	0.0625
3105	1680	0.0625
3427	1680	0.0625
4402	1680	0.0625
4517	1680	0.5625
1338	1681	0.14285714285714285
2814	1681	0.8571428571428571
378	1683	0.1
937	1683	0.1
1171	1683	0.1
1674	1683	0.2
1803	1683	0.1
1915	1683	0.1
3260	1683	0.1
3956	1683	0.1
4429	1683	0.1
19	1684	0.5
1419	1684	0.5
69	1685	0.5
2598	1685	0.5
365	1686	0.09090909090909091
1070	1686	0.09090909090909091
1198	1686	0.09090909090909091
1510	1686	0.09090909090909091
1674	1686	0.09090909090909091
1873	1686	0.09090909090909091
2452	1686	0.09090909090909091
3509	1686	0.09090909090909091
3953	1686	0.09090909090909091
4985	1686	0.09090909090909091
5543	1686	0.09090909090909091
2719	1687	0.5
5268	1687	0.5
1171	1688	0.15384615384615385
2452	1688	0.07692307692307693
4222	1688	0.07692307692307693
5241	1688	0.6923076923076923
42	1689	0.25
716	1689	0.25
2922	1689	0.25
3415	1689	0.25
1419	1690	0.8333333333333334
2199	1690	0.16666666666666666
1419	1691	1.0
107	1692	0.02857142857142857
135	1692	0.11428571428571428
955	1692	0.02857142857142857
1960	1692	0.02857142857142857
2113	1692	0.02857142857142857
3416	1692	0.02857142857142857
3581	1692	0.17142857142857143
4194	1692	0.02857142857142857
4273	1692	0.05714285714285714
4344	1692	0.02857142857142857
4520	1692	0.02857142857142857
4889	1692	0.02857142857142857
5115	1692	0.2
5201	1692	0.11428571428571428
5210	1692	0.02857142857142857
5559	1692	0.05714285714285714
63	1693	0.3333333333333333
2727	1693	0.3333333333333333
4457	1693	0.3333333333333333
282	1694	0.0625
1205	1694	0.0625
1419	1694	0.25
1674	1694	0.0625
2210	1694	0.0625
2639	1694	0.0625
2667	1694	0.0625
4940	1694	0.125
5007	1694	0.0625
5327	1694	0.125
5473	1694	0.0625
365	1695	0.1891891891891892
649	1695	0.02702702702702703
885	1695	0.02702702702702703
1198	1695	0.02702702702702703
1242	1695	0.02702702702702703
1352	1695	0.02702702702702703
1507	1695	0.02702702702702703
1510	1695	0.02702702702702703
1649	1695	0.02702702702702703
1674	1695	0.13513513513513514
1710	1695	0.02702702702702703
1803	1695	0.02702702702702703
2210	1695	0.02702702702702703
2456	1695	0.02702702702702703
2460	1695	0.02702702702702703
2639	1695	0.02702702702702703
3509	1695	0.05405405405405406
3967	1695	0.05405405405405406
4424	1695	0.02702702702702703
5007	1695	0.02702702702702703
5327	1695	0.08108108108108109
5591	1695	0.05405405405405406
436	1696	0.5
617	1696	0.5
1419	1697	1.0
19	1698	0.01639344262295082
268	1698	0.00819672131147541
282	1698	0.00819672131147541
365	1698	0.02459016393442623
404	1698	0.00819672131147541
665	1698	0.00819672131147541
716	1698	0.01639344262295082
876	1698	0.00819672131147541
885	1698	0.00819672131147541
937	1698	0.01639344262295082
1063	1698	0.00819672131147541
1064	1698	0.00819672131147541
1079	1698	0.00819672131147541
1131	1698	0.00819672131147541
1136	1698	0.00819672131147541
1198	1698	0.00819672131147541
1205	1698	0.00819672131147541
1240	1698	0.00819672131147541
1270	1698	0.040983606557377046
1317	1698	0.00819672131147541
1369	1698	0.00819672131147541
1419	1698	0.09016393442622951
1455	1698	0.00819672131147541
1507	1698	0.00819672131147541
1510	1698	0.02459016393442623
1540	1698	0.00819672131147541
1674	1698	0.08196721311475409
1768	1698	0.00819672131147541
1803	1698	0.01639344262295082
2066	1698	0.00819672131147541
2070	1698	0.00819672131147541
2192	1698	0.00819672131147541
2210	1698	0.00819672131147541
2382	1698	0.01639344262295082
2431	1698	0.00819672131147541
2435	1698	0.00819672131147541
2452	1698	0.00819672131147541
2456	1698	0.00819672131147541
2482	1698	0.00819672131147541
2639	1698	0.00819672131147541
2657	1698	0.00819672131147541
2820	1698	0.00819672131147541
2865	1698	0.00819672131147541
2892	1698	0.00819672131147541
2959	1698	0.00819672131147541
3260	1698	0.02459016393442623
3311	1698	0.00819672131147541
3396	1698	0.00819672131147541
3805	1698	0.00819672131147541
3818	1698	0.01639344262295082
3967	1698	0.00819672131147541
4008	1698	0.00819672131147541
4024	1698	0.00819672131147541
4163	1698	0.00819672131147541
4179	1698	0.01639344262295082
4184	1698	0.00819672131147541
4260	1698	0.00819672131147541
4335	1698	0.02459016393442623
4424	1698	0.01639344262295082
4429	1698	0.00819672131147541
4451	1698	0.00819672131147541
4624	1698	0.00819672131147541
4637	1698	0.00819672131147541
4642	1698	0.00819672131147541
4794	1698	0.00819672131147541
4846	1698	0.00819672131147541
4850	1698	0.00819672131147541
4882	1698	0.00819672131147541
4985	1698	0.01639344262295082
5007	1698	0.00819672131147541
5038	1698	0.00819672131147541
5071	1698	0.00819672131147541
5327	1698	0.03278688524590164
5473	1698	0.00819672131147541
5485	1698	0.02459016393442623
5516	1698	0.00819672131147541
5590	1698	0.00819672131147541
3339	1699	1.0
253	1700	0.014492753623188406
268	1700	0.028985507246376812
282	1700	0.014492753623188406
325	1700	0.014492753623188406
327	1700	0.028985507246376812
365	1700	0.17391304347826086
616	1700	0.014492753623188406
663	1700	0.014492753623188406
705	1700	0.014492753623188406
716	1700	0.014492753623188406
885	1700	0.014492753623188406
990	1700	0.014492753623188406
1084	1700	0.014492753623188406
1171	1700	0.028985507246376812
1197	1700	0.014492753623188406
1198	1700	0.014492753623188406
1205	1700	0.014492753623188406
1510	1700	0.028985507246376812
1674	1700	0.14492753623188406
1803	1700	0.043478260869565216
2241	1700	0.014492753623188406
2452	1700	0.014492753623188406
2639	1700	0.014492753623188406
2950	1700	0.014492753623188406
2959	1700	0.014492753623188406
2979	1700	0.014492753623188406
3128	1700	0.014492753623188406
3493	1700	0.014492753623188406
3509	1700	0.014492753623188406
3796	1700	0.014492753623188406
3818	1700	0.014492753623188406
4335	1700	0.028985507246376812
4429	1700	0.014492753623188406
4497	1700	0.014492753623188406
4642	1700	0.014492753623188406
4933	1700	0.014492753623188406
5084	1700	0.014492753623188406
5192	1700	0.014492753623188406
5327	1700	0.057971014492753624
1428	1701	1.0
1334	1702	0.3333333333333333
3260	1702	0.3333333333333333
4642	1702	0.3333333333333333
282	1703	0.25
1674	1703	0.25
2165	1703	0.25
5516	1703	0.25
449	1704	0.25
766	1704	0.25
3863	1704	0.25
4127	1704	0.25
365	1705	0.3333333333333333
3749	1705	0.3333333333333333
4335	1705	0.3333333333333333
20	1706	0.16666666666666666
1337	1706	0.16666666666666666
2171	1706	0.16666666666666666
2697	1706	0.16666666666666666
3730	1706	0.16666666666666666
4293	1706	0.16666666666666666
135	1707	0.03361344537815126
149	1707	0.025210084033613446
291	1707	0.06722689075630252
336	1707	0.01680672268907563
458	1707	0.01680672268907563
566	1707	0.01680672268907563
955	1707	0.01680672268907563
1004	1707	0.008403361344537815
1590	1707	0.008403361344537815
1656	1707	0.008403361344537815
1744	1707	0.01680672268907563
1850	1707	0.03361344537815126
2655	1707	0.025210084033613446
3173	1707	0.025210084033613446
3416	1707	0.01680672268907563
3429	1707	0.008403361344537815
3453	1707	0.008403361344537815
3581	1707	0.13445378151260504
3825	1707	0.008403361344537815
3831	1707	0.01680672268907563
4090	1707	0.008403361344537815
4194	1707	0.008403361344537815
4231	1707	0.08403361344537816
4273	1707	0.01680672268907563
4278	1707	0.008403361344537815
4344	1707	0.01680672268907563
4520	1707	0.008403361344537815
4570	1707	0.025210084033613446
4748	1707	0.01680672268907563
4805	1707	0.01680672268907563
4889	1707	0.008403361344537815
4909	1707	0.008403361344537815
5115	1707	0.1092436974789916
5170	1707	0.025210084033613446
5196	1707	0.008403361344537815
5199	1707	0.03361344537815126
5201	1707	0.04201680672268908
5203	1707	0.008403361344537815
5559	1707	0.03361344537815126
2331	1708	0.2
2640	1708	0.8
4163	1710	1.0
2294	1711	0.8
3720	1711	0.2
1428	1713	1.0
380	1714	0.08333333333333333
913	1714	0.25
937	1714	0.08333333333333333
1218	1714	0.08333333333333333
2328	1714	0.08333333333333333
2892	1714	0.16666666666666666
3339	1714	0.08333333333333333
3880	1714	0.08333333333333333
4429	1714	0.08333333333333333
1419	1715	0.2
3580	1715	0.2
3953	1715	0.2
4335	1715	0.2
5267	1715	0.2
1446	1716	0.3333333333333333
3432	1716	0.3333333333333333
4304	1716	0.3333333333333333
19	1717	0.010526315789473684
61	1717	0.010526315789473684
77	1717	0.010526315789473684
199	1717	0.010526315789473684
325	1717	0.021052631578947368
365	1717	0.010526315789473684
389	1717	0.010526315789473684
404	1717	0.010526315789473684
436	1717	0.010526315789473684
437	1717	0.010526315789473684
469	1717	0.031578947368421054
618	1717	0.010526315789473684
649	1717	0.010526315789473684
665	1717	0.010526315789473684
716	1717	0.021052631578947368
876	1717	0.021052631578947368
965	1717	0.010526315789473684
1063	1717	0.010526315789473684
1064	1717	0.05263157894736842
1079	1717	0.021052631578947368
1122	1717	0.010526315789473684
1240	1717	0.010526315789473684
1352	1717	0.010526315789473684
1369	1717	0.010526315789473684
1507	1717	0.010526315789473684
1510	1717	0.021052631578947368
1674	1717	0.010526315789473684
1721	1717	0.010526315789473684
1731	1717	0.010526315789473684
1735	1717	0.010526315789473684
1782	1717	0.010526315789473684
1803	1717	0.010526315789473684
2066	1717	0.010526315789473684
2210	1717	0.010526315789473684
2246	1717	0.010526315789473684
2267	1717	0.031578947368421054
2382	1717	0.021052631578947368
2431	1717	0.010526315789473684
2443	1717	0.010526315789473684
2456	1717	0.010526315789473684
2482	1717	0.010526315789473684
2520	1717	0.010526315789473684
2639	1717	0.021052631578947368
2657	1717	0.010526315789473684
2667	1717	0.021052631578947368
2816	1717	0.010526315789473684
3128	1717	0.010526315789473684
3195	1717	0.010526315789473684
3260	1717	0.021052631578947368
3279	1717	0.010526315789473684
3396	1717	0.010526315789473684
3509	1717	0.031578947368421054
3767	1717	0.010526315789473684
4001	1717	0.010526315789473684
4008	1717	0.010526315789473684
4024	1717	0.010526315789473684
4163	1717	0.010526315789473684
4300	1717	0.010526315789473684
4397	1717	0.010526315789473684
4424	1717	0.010526315789473684
4687	1717	0.010526315789473684
4765	1717	0.010526315789473684
4846	1717	0.021052631578947368
4850	1717	0.010526315789473684
4890	1717	0.010526315789473684
4985	1717	0.021052631578947368
5084	1717	0.010526315789473684
5192	1717	0.010526315789473684
5267	1717	0.010526315789473684
5327	1717	0.021052631578947368
5591	1717	0.021052631578947368
5617	1717	0.010526315789473684
2468	1718	0.6666666666666666
4978	1718	0.3333333333333333
3028	1719	1.0
617	1720	0.3333333333333333
2230	1720	0.3333333333333333
3958	1720	0.3333333333333333
253	1721	0.25
787	1721	0.25
4429	1721	0.25
5071	1721	0.25
2892	1722	0.16666666666666666
3958	1722	0.3333333333333333
4001	1722	0.5
913	1723	0.4
2452	1723	0.2
4429	1723	0.2
4841	1723	0.2
1246	1724	0.3333333333333333
3290	1724	0.3333333333333333
5026	1724	0.3333333333333333
1824	1725	0.25
2272	1725	0.5
4077	1725	0.25
2331	1726	0.1
2740	1726	0.1
3517	1726	0.1
4262	1726	0.1
4304	1726	0.1
5467	1726	0.5
380	1727	0.5
1240	1727	0.5
226	1728	1.0
282	1729	0.3333333333333333
1054	1729	0.3333333333333333
1858	1729	0.3333333333333333
1428	1730	1.0
794	1731	0.14285714285714285
1613	1731	0.14285714285714285
2735	1731	0.42857142857142855
4918	1731	0.14285714285714285
4985	1731	0.14285714285714285
1428	1732	1.0
271	1733	1.0
634	1734	1.0
649	1735	0.2
999	1735	0.2
1064	1735	0.4
5327	1735	0.2
1339	1736	0.2
2246	1736	0.2
3260	1736	0.2
4300	1736	0.4
2185	1737	0.2
3541	1737	0.4
4429	1737	0.2
4765	1737	0.2
253	1738	0.3333333333333333
2456	1738	0.16666666666666666
2892	1738	0.16666666666666666
4497	1738	0.3333333333333333
1240	1739	0.5
2763	1739	0.25
3486	1739	0.25
469	1740	0.3333333333333333
2971	1740	0.3333333333333333
3953	1740	0.3333333333333333
1240	1741	0.2
2185	1741	0.2
2210	1741	0.2
3520	1741	0.2
4335	1741	0.2
268	1742	0.25
596	1742	0.25
1419	1742	0.25
3956	1742	0.25
365	1743	0.16666666666666666
716	1743	0.16666666666666666
1334	1743	0.16666666666666666
1674	1743	0.3333333333333333
1731	1743	0.16666666666666666
107	1744	0.02564102564102564
135	1744	0.05128205128205128
149	1744	0.02564102564102564
291	1744	0.0641025641025641
458	1744	0.038461538461538464
1436	1744	0.038461538461538464
1707	1744	0.05128205128205128
2655	1744	0.01282051282051282
3173	1744	0.02564102564102564
3398	1744	0.01282051282051282
3416	1744	0.02564102564102564
3429	1744	0.01282051282051282
3453	1744	0.01282051282051282
3581	1744	0.1794871794871795
4077	1744	0.01282051282051282
4278	1744	0.05128205128205128
4520	1744	0.01282051282051282
4909	1744	0.01282051282051282
4949	1744	0.038461538461538464
5115	1744	0.08974358974358974
5171	1744	0.01282051282051282
5196	1744	0.02564102564102564
5199	1744	0.05128205128205128
5201	1744	0.038461538461538464
5467	1744	0.038461538461538464
5559	1744	0.038461538461538464
1419	1745	1.0
1404	1746	0.3
1859	1746	0.1
3101	1746	0.2
5157	1746	0.3
5467	1746	0.1
1419	1747	0.25
3179	1747	0.25
5007	1747	0.25
5535	1747	0.25
946	1748	0.08333333333333333
1068	1748	0.08333333333333333
1205	1748	0.16666666666666666
1674	1748	0.16666666666666666
3339	1748	0.16666666666666666
4368	1748	0.08333333333333333
4429	1748	0.08333333333333333
4736	1748	0.08333333333333333
5327	1748	0.08333333333333333
1171	1749	0.25
1765	1749	0.08333333333333333
2187	1749	0.08333333333333333
3339	1749	0.5833333333333334
1435	1750	0.5714285714285714
3277	1750	0.14285714285714285
3768	1750	0.14285714285714285
5599	1750	0.14285714285714285
1618	1751	0.1111111111111111
3768	1751	0.7777777777777778
3807	1751	0.1111111111111111
1944	1752	0.5
2331	1752	0.5
253	1753	0.14285714285714285
365	1753	0.14285714285714285
1510	1753	0.42857142857142855
4184	1753	0.2857142857142857
2054	1754	0.2
2331	1754	0.4
5467	1754	0.2
5589	1754	0.2
365	1755	0.2
1731	1755	0.2
5071	1755	0.2
5591	1755	0.4
5188	1756	1.0
1419	1757	0.8571428571428571
5327	1757	0.14285714285714285
199	1758	0.125
794	1758	0.125
946	1758	0.125
1507	1758	0.125
1674	1758	0.125
1731	1758	0.125
2735	1758	0.25
68	1759	0.18181818181818182
365	1759	0.09090909090909091
617	1759	0.09090909090909091
2230	1759	0.18181818181818182
3183	1759	0.09090909090909091
3931	1759	0.09090909090909091
4001	1759	0.2727272727272727
2456	1760	1.0
2719	1761	0.4
3958	1761	0.2
4616	1761	0.4
1674	1762	1.0
705	1763	0.25
1419	1763	0.25
1473	1763	0.25
3956	1763	0.25
1419	1764	0.25
1510	1764	0.25
1674	1764	0.25
2241	1764	0.25
884	1766	0.07142857142857142
4497	1766	0.07142857142857142
4625	1766	0.07142857142857142
4736	1766	0.35714285714285715
4819	1766	0.07142857142857142
4862	1766	0.07142857142857142
4933	1766	0.14285714285714285
5575	1766	0.14285714285714285
617	1767	0.125
2104	1767	0.125
2366	1767	0.125
4022	1767	0.125
4497	1767	0.5
275	1768	0.037037037037037035
282	1768	0.037037037037037035
325	1768	0.037037037037037035
641	1768	0.037037037037037035
716	1768	0.037037037037037035
876	1768	0.07407407407407407
1131	1768	0.07407407407407407
1198	1768	0.037037037037037035
1211	1768	0.037037037037037035
1240	1768	0.07407407407407407
1334	1768	0.037037037037037035
1507	1768	0.037037037037037035
2452	1768	0.037037037037037035
2460	1768	0.037037037037037035
2657	1768	0.037037037037037035
3491	1768	0.037037037037037035
3498	1768	0.037037037037037035
3906	1768	0.037037037037037035
4335	1768	0.07407407407407407
4720	1768	0.037037037037037035
4882	1768	0.037037037037037035
5267	1768	0.037037037037037035
5327	1768	0.037037037037037035
603	1769	0.2
1966	1769	0.4
2477	1769	0.2
2534	1769	0.2
618	1770	1.0
1064	1771	0.6666666666666666
4335	1771	0.3333333333333333
1285	1772	1.0
836	1773	0.3333333333333333
1369	1773	0.3333333333333333
5485	1773	0.3333333333333333
787	1774	0.14285714285714285
876	1774	0.14285714285714285
1858	1774	0.14285714285714285
2456	1774	0.14285714285714285
3260	1774	0.14285714285714285
3818	1774	0.14285714285714285
3880	1774	0.14285714285714285
3260	1775	1.0
1473	1776	0.8
4918	1776	0.2
4497	1777	1.0
132	1778	0.19047619047619047
253	1778	0.047619047619047616
306	1778	0.09523809523809523
1205	1778	0.047619047619047616
1334	1778	0.047619047619047616
2456	1778	0.047619047619047616
2829	1778	0.09523809523809523
3958	1778	0.047619047619047616
4001	1778	0.047619047619047616
4022	1778	0.047619047619047616
4497	1778	0.23809523809523808
4846	1778	0.047619047619047616
69	1779	0.125
537	1779	0.0625
1295	1779	0.125
1796	1779	0.1875
2380	1779	0.0625
2598	1779	0.25
3345	1779	0.0625
3428	1779	0.0625
5442	1779	0.0625
2756	1780	0.5
3818	1780	0.5
365	1781	0.26666666666666666
836	1781	0.06666666666666667
1419	1781	0.06666666666666667
1674	1781	0.06666666666666667
2210	1781	0.06666666666666667
2639	1781	0.06666666666666667
2688	1781	0.06666666666666667
3339	1781	0.26666666666666666
3956	1781	0.06666666666666667
1308	1782	0.5
1674	1782	0.5
2309	1783	1.0
365	1784	0.3333333333333333
1022	1784	0.3333333333333333
1041	1784	0.3333333333333333
1471	1785	0.5
1796	1785	0.5
2736	1786	0.2222222222222222
3028	1786	0.7777777777777778
794	1787	0.2
1239	1787	0.2
1240	1787	0.2
1266	1787	0.4
325	1788	0.16666666666666666
365	1788	0.16666666666666666
716	1788	0.16666666666666666
1803	1788	0.16666666666666666
3967	1788	0.16666666666666666
4335	1788	0.16666666666666666
1419	1789	1.0
1709	1790	0.25
2511	1790	0.5
3666	1790	0.25
5188	1791	1.0
4351	1792	0.2
4460	1792	0.6
4710	1792	0.2
1419	1793	1.0
69	1796	0.044444444444444446
311	1796	0.022222222222222223
460	1796	0.022222222222222223
821	1796	0.022222222222222223
874	1796	0.022222222222222223
1295	1796	0.13333333333333333
1435	1796	0.022222222222222223
1504	1796	0.06666666666666667
1618	1796	0.06666666666666667
1677	1796	0.022222222222222223
2118	1796	0.15555555555555556
2198	1796	0.022222222222222223
2795	1796	0.022222222222222223
3428	1796	0.044444444444444446
3768	1796	0.28888888888888886
4013	1796	0.022222222222222223
1945	1797	1.0
937	1798	0.2
1352	1798	0.2
1411	1798	0.2
1419	1798	0.2
3339	1798	0.2
469	1799	0.125
1352	1799	0.0625
2185	1799	0.0625
2382	1799	0.1875
2452	1799	0.0625
4335	1799	0.0625
5084	1799	0.0625
5295	1799	0.125
5327	1799	0.125
5591	1799	0.125
177	1800	0.05
716	1800	0.05
794	1800	0.05
836	1800	0.05
1334	1800	0.1
1352	1800	0.05
2267	1800	0.05
2950	1800	0.05
3195	1800	0.1
3260	1800	0.05
3818	1800	0.05
3967	1800	0.05
4335	1800	0.15
4765	1800	0.05
5071	1800	0.05
5535	1800	0.05
3098	1801	0.16666666666666666
3260	1801	0.16666666666666666
3509	1801	0.16666666666666666
3541	1801	0.16666666666666666
4335	1801	0.16666666666666666
4882	1801	0.16666666666666666
19	1802	0.125
665	1802	0.125
1296	1802	0.125
1731	1802	0.125
3260	1802	0.125
4918	1802	0.125
4933	1802	0.125
5562	1802	0.125
128	1803	0.125
469	1803	0.125
631	1803	0.125
2764	1803	0.25
3128	1803	0.125
3967	1803	0.125
4017	1803	0.125
5058	1804	1.0
1411	1805	0.14285714285714285
1419	1805	0.14285714285714285
2452	1805	0.14285714285714285
4335	1805	0.14285714285714285
5007	1805	0.2857142857142857
5298	1805	0.14285714285714285
2062	1806	0.14285714285714285
2628	1806	0.14285714285714285
